,id,source,created_at,tweet,in_reply_to_screen_name,favorite_count,retweet_count,is_quote_status,media_count,url_count,symbol_count,hashtag_count,mention_count,mention_total_follower_count,mention_total_status_count,is_retweet,retweet_id,retweet_user_follower_count,retweet_user_friend_count,retweet_user_favorites_count,retweet_user_status_count,retweet_retweet_count,retweet_favorite_count,quote_id,quote_user_follower_count,quote_user_friend_count,quote_user_favorites_count,quote_user_status_count,quote_retweet_count,quote_favorite_count,quote_full_text,quote_media_count,quote_url_count,quote_symbol_count,quote_hashtag_count,quote_mention_count,cleaned_text,keyword_match,cleaned_text_no_stopwords,sentiment,named_entities
10,1568214931954180096,TweetDeck,2022-09-09 12:29:10+00:00,"RT @MediaGFMD: 🗨️Tune in to hear @timothylarge, @VinceDaily, @morelliana, @anyaSIPA, Duc Luu, @TMPowell, @pambomania, @HarlanMandel, @ehans…",,0,6,False,0,0,0,0,8,0,0,True,1.5681917382751437e+18,8418.0,3846.0,4535.0,15590.0,6.0,11.0,,,,,,,,,0,0,0,0,0,rt tune in to hear duc luu ,True,"['rt', 'tune', 'hear', 'duc', 'luu']",positive,[]
11,1567256654504230913,TweetDeck,2022-09-06 21:01:19+00:00,"Nice job, @ONA! Congrats @mitrakalita on winning the 2022 Online News Association Impact award given to a  ""trailblazing individual whose work in digital journalism and dedication to innovation exhibits a substantial impact on the industry.""  https://t.co/vSKBal2Uou",,10,3,False,0,1,0,0,2,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,nice job congrats on winning the 2022 online news association impact award given to a trailblazing individual whose work in digital journalism and dedication to innovation exhibits a substantial impact on the industry ,True,"['nice', 'job', 'congrats', 'winning', '2022', 'online', 'news', 'association', 'impact', 'award', 'given', 'trailblazing', 'individual', 'whose', 'work', 'digital', 'journalism', 'dedication', 'innovation', 'exhibit', 'substantial', 'impact', 'industry']",positive,"[('2022', 'DATE')]"
12,1560418931516514312,TweetDeck,2022-08-19 00:10:39+00:00,"Are you confused too? If @CNN is committed to strengthening its journalism, why part ways with one of its most fearless, independent, nonpartisan journalists? @brianstelter of @ReliableSources? I sat next to Brian @nytimes. He's no BS. Reports w/integrity. Excited abt next move.",,26,5,False,0,0,0,0,4,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,are you confused too if is committed to strengthening its journalism why part ways with one of its most fearless independent nonpartisan journalists of i sat next to brian hes no bs reports wintegrity excited abt next move,True,"['confused', 'committed', 'strengthening', 'journalism', 'part', 'way', 'one', 'fearless', 'independent', 'nonpartisan', 'journalist', 'sat', 'next', 'brian', 'he', 'b', 'report', 'wintegrity', 'excited', 'abt', 'next', 'move']",positive,"[('one', 'CARDINAL'), ('brian', 'PERSON')]"
13,1554465660847153155,Twitter Web App,2022-08-02 13:54:28+00:00,"RT @Report4America: Today, some 300 Report for America corps members are working in more than 200 newsrooms.

“@Report4America, however, is…",,0,24,False,0,0,0,0,2,0,0,True,1.5540963611376435e+18,21835.0,4980.0,18127.0,18432.0,24.0,48.0,,,,,,,,,0,0,0,0,0,rt today some 300 report for america corps members are working in more than 200 newsrooms however is,True,"['rt', 'today', '300', 'report', 'america', 'corp', 'member', 'working', '200', 'newsroom', 'however']",positive,"[('today', 'DATE'), ('300 report america corp', 'MONEY'), ('200', 'CARDINAL')]"
14,1551964439959699458,TweetDeck,2022-07-26 16:15:31+00:00,Thank you @IrvWashington3 for all you've done @ONA to accelerate the digital and the cultural transformation of journalism.  You are an exceptional leader -- and a wonderful human. Can't wait to see next chapter. https://t.co/0MkikJKrp4,,6,1,True,0,1,0,0,2,0,0,False,,,,,,,,1.55193199461922e+18,3219.0,1118.0,905.0,1821.0,10.0,125.0,"It’s been a beautiful journey at ONA from starting as a consultant to ending as CEO. “I believe great leaders are caring stewards of people and organizations, and great stewards know when their season of care is complete. That time for me is now. My last day will be Dec. 31.” https://t.co/uR5TTEGCBc",0,1,0,0,0,thank you for all youve done to accelerate the digital and the cultural transformation of journalism you are an exceptional leader  and a wonderful human cant wait to see next chapter ,True,"['thank', 'youve', 'done', 'accelerate', 'digital', 'cultural', 'transformation', 'journalism', 'exceptional', 'leader', 'wonderful', 'human', 'cant', 'wait', 'see', 'next', 'chapter']",positive,[]
15,1550140103376478210,TweetDeck,2022-07-21 15:26:15+00:00,"RT @BostonJoan: MSNBC is featuring our research this morning! 

Working paper is here: https://t.co/qpePfumO3m https://t.co/E4is94RnyM",,0,54,False,1,1,0,0,1,0,0,True,1.5501024147490447e+18,43846.0,4773.0,12798.0,7381.0,54.0,194.0,,,,,,,,,0,0,0,0,0,rt msnbc is featuring our research this morning working paper is here ,True,"['rt', 'msnbc', 'featuring', 'research', 'morning', 'working', 'paper']",positive,"[('msnbc', 'ORG'), ('morning', 'TIME')]"
16,1546957463152476160,TweetDeck,2022-07-12 20:39:34+00:00,"A look at how independent, reporting from nonprofit news organizations are making an impact in state houses across America. By Jessica Weiss via @Arnold_Ventures https://t.co/QKq8indRDC",,2,2,True,0,1,0,0,1,0,0,False,,,,,,,,1.5468971767894098e+18,16213.0,1206.0,8241.0,11078.0,4.0,4.0,"“At a time when we are swamped in misinformation and disinformation spread on social media ... people need trusted, reliable reporting and information produced in the public interest more than ever.” - @JenniferPreston of @Shorensteinctr 
https://t.co/lZ94ZY3zzy",0,1,0,0,2,a look at how independent reporting from nonprofit news organizations are making an impact in state houses across america by jessica weiss via ,True,"['look', 'independent', 'reporting', 'nonprofit', 'news', 'organization', 'making', 'impact', 'state', 'house', 'across', 'america', 'jessica', 'wei', 'via']",positive,"[('america', 'GPE'), ('jessica wei', 'PERSON')]"
17,1546930754181013505,Twitter Web App,2022-07-12 18:53:27+00:00,RT @BostonJoan: Great research here,,0,13,True,0,0,0,0,1,0,0,True,1.5468518231973437e+18,43846.0,4773.0,12798.0,7381.0,13.0,27.0,1.5465188612348068e+18,18357.0,7049.0,15815.0,5327.0,96.0,199.0,"Quick J6🧵 
When you look at the people who have been charged in relation to J6, many of them have ties to extremist organizations. Proud Boys, Oath Keepers, Three Percenters, QAnon, sovereign citizens movement...all of these groups were represented that day at the Capitol. 1/7 https://t.co/51REbTSkM0",1,0,0,0,0,rt great research here,True,"['rt', 'great', 'research']",positive,[]
18,1546884271075368962,Twitter Web App,2022-07-12 15:48:44+00:00,"Big news from the @PivotFund for #localnews from the trailblazing entrepreneur and @LIONPubs  board chair @TMPowell. Congrats, Tracie on the first grantee cohort and Pivot Fund's smart funding and capacity-building strategy for #BIPOC led orgs. https://t.co/DrUAmyVrsC",,7,2,True,0,1,0,2,3,0,0,False,,,,,,,,1.5468271535972434e+18,4218.0,4212.0,9990.0,26861.0,49.0,118.0,"Meet our first cohort of #journalism grantees: Seven news organizations serving Black, Hispanic and Asian-American audiences in Georgia. These #BIPOC-led orgs will share a combined $2M in funding and capacity-building support. #localnews https://t.co/0MrlI1eTyu THREAD 1/10",0,1,0,3,0,big news from the for from the trailblazing entrepreneur and board chair congrats tracie on the first grantee cohort and pivot funds smart funding and capacitybuilding strategy for led orgs ,True,"['big', 'news', 'trailblazing', 'entrepreneur', 'board', 'chair', 'congrats', 'tracie', 'first', 'grantee', 'cohort', 'pivot', 'fund', 'smart', 'funding', 'capacitybuilding', 'strategy', 'led', 'orgs']",positive,"[('big news', 'ORG'), ('entrepreneur board', 'ORG'), ('first', 'ORDINAL')]"
19,1546226539460759553,TweetDeck,2022-07-10 20:15:09+00:00,"Today's #1 story to understand why our democracy is in peril and why local journalism and community news is vital. If people don't know what's going on....well, maybe your school budget is getting cut in half too? via @DanBarryNYT https://t.co/xAeDpGgz0W

https://t.co/xAeDpGgz0W",,5,2,False,0,2,0,0,1,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,todays story to understand why our democracy is in peril and why local journalism and community news is vital if people dont know whats going onwell maybe your school budget is getting cut in half too via ,True,"['today', 'story', 'understand', 'democracy', 'peril', 'local', 'journalism', 'community', 'news', 'vital', 'people', 'dont', 'know', 'whats', 'going', 'onwell', 'maybe', 'school', 'budget', 'getting', 'cut', 'half', 'via']",positive,"[('today', 'DATE'), ('half', 'CARDINAL')]"
20,1545111827654144000,TweetDeck,2022-07-07 18:25:41+00:00,"Could not be more thrilled for Chicago's @city_bureau. Congrats on $10M Stronger Democracy Award via Iconic Impact to expand inspiring @CHIdocumenters program across the country. Well deserved! @d_holli @bchange8 @hdbacklund
https://t.co/EsjhG9yJtZ",,41,1,False,0,1,0,0,5,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,could not be more thrilled for chicagos congrats on 10m stronger democracy award via iconic impact to expand inspiring program across the country well deserved ,True,"['could', 'thrilled', 'chicago', 'congrats', '10m', 'stronger', 'democracy', 'award', 'via', 'iconic', 'impact', 'expand', 'inspiring', 'program', 'across', 'country', 'well', 'deserved']",positive,"[('chicago', 'GPE'), ('10', 'CARDINAL')]"
21,1536765652685533188,Twitter Web App,2022-06-14 17:40:57+00:00,How might philanthropy address the crisis in trusted news and information? Important conversation at 2 PM ET as part of @INN's 2022 conference. https://t.co/0L5ecUKgeK,,2,0,True,0,1,0,0,1,0,0,False,,,,,,,,1.5356230065627054e+18,22951.0,4804.0,11190.0,18304.0,4.0,15.0,"New funders are entering the journalism world. These new-to-news funders will share their journey — including what drove their interest and what they are learning — at #INNDays. 

You'll from @KatherinePlog, @DDMBentonville, Natalie Kelinske and @TMPowell. @bbabbo1 will moderate. https://t.co/OoykY65l9X",1,0,0,1,4,how might philanthropy address the crisis in trusted news and information important conversation at 2 pm et as part of 2022 conference ,True,"['might', 'philanthropy', 'address', 'crisis', 'trusted', 'news', 'information', 'important', 'conversation', '2', 'pm', 'et', 'part', '2022', 'conference']",positive,"[('2 pm', 'TIME'), ('2022', 'DATE')]"
22,1536378543147565057,TweetDeck,2022-06-13 16:02:43+00:00,Opening conversation for @INN's 2022 virtual conference today: top editor @sewellchan and departing founding ceo @evanasmith about the next chapter for the @TexasTribune. https://t.co/e1RCJtmpBi,,4,0,False,1,0,0,0,4,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,opening conversation for 2022 virtual conference today top editor and departing founding ceo about the next chapter for the ,True,"['opening', 'conversation', '2022', 'virtual', 'conference', 'today', 'top', 'editor', 'departing', 'founding', 'ceo', 'next', 'chapter']",positive,"[('2022', 'CARDINAL'), ('today', 'DATE')]"
23,1536366162996609024,TweetDeck,2022-06-13 15:13:32+00:00,Tune in today at 11:30 AM ET when @evanasmith from @texastribune kicks off @INN's 3-day conference. Learn from leaders rebuilding journalism and trust in news across America. Register: https://t.co/fxPUgacFY3,,2,0,False,0,1,0,0,3,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,tune in today at 1130 am et when from kicks off 3day conference learn from leaders rebuilding journalism and trust in news across america register ,True,"['tune', 'today', '1130', 'et', 'kick', '3day', 'conference', 'learn', 'leader', 'rebuilding', 'journalism', 'trust', 'news', 'across', 'america', 'register']",positive,"[('today 1130', 'DATE')]"
24,1527306817641930752,TweetDeck,2022-05-19 15:14:55+00:00,@terabithia4 @lenfestinst @AmPress Yes. I get to Philly often!,terabithia4,1,0,False,0,0,0,0,3,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0, yes i get to philly often,True,"['yes', 'get', 'philly', 'often']",positive,[]
25,1527260433123508226,TweetDeck,2022-05-19 12:10:37+00:00,"At 2 PM ET today, join Harvard online session with @BostonJoan on how librarians are addressing online hate and disinformation! Register free here. https://t.co/gueBvDYkd1 https://t.co/YmCeiOus3h",,11,4,True,0,2,0,0,1,0,0,False,,,,,,,,,,,,,,,DELETED,0,0,0,0,0,at 2 pm et today join harvard online session with on how librarians are addressing online hate and disinformation register free here ,True,"['2', 'pm', 'et', 'today', 'join', 'harvard', 'online', 'session', 'librarian', 'addressing', 'online', 'hate', 'disinformation', 'register', 'free']",positive,"[('2 pm', 'TIME'), ('today', 'DATE'), ('harvard', 'ORG')]"
26,1527259220256628737,TweetDeck,2022-05-19 12:05:47+00:00,What wonderful news for @lenfestinst and journalism! Congrats Amy on your new chapter and thank you for all that you did @AmPress to accelerate digital transformation for news and much needed culture change. https://t.co/SIwxB2d7Zr,,7,0,True,0,1,0,0,2,0,0,False,,,,,,,,1.5269716310752133e+18,8014.0,1136.0,1354.0,7394.0,2.0,21.0,"We're excited to announce that Amy Kovac-Ashley is joining our team as Head of National Programs 🎉 

@terabithia4 will lead efforts to expand our grantmaking and support of local news organizations around the United States. https://t.co/5tKhSF8Hbr",0,1,0,0,1,what wonderful news for and journalism congrats amy on your new chapter and thank you for all that you did to accelerate digital transformation for news and much needed culture change ,True,"['wonderful', 'news', 'journalism', 'congrats', 'amy', 'new', 'chapter', 'thank', 'accelerate', 'digital', 'transformation', 'news', 'much', 'needed', 'culture', 'change']",positive,[]
27,1527048495634554880,TweetDeck,2022-05-18 22:08:27+00:00,Well deserved! https://t.co/kxNqqSUjbh,,1,0,True,0,1,0,0,0,0,0,False,,,,,,,,1.5266230885608325e+18,30534.0,2728.0,4027.0,18133.0,14.0,60.0,"We're so excited that our own @BostonJoan has been named one of the @BostonGlobe's Tech Power Players 50 for her leadership and contributions to research into misinformation, media manipulation, and online extremism. https://t.co/9tp9Ej4pCm #GlobeTech50 https://t.co/vBit3qtiKi",1,1,0,1,2,well deserved ,True,"['well', 'deserved']",positive,[]
28,1527048290033975296,TweetDeck,2022-05-18 22:07:38+00:00,RT @ShorensteinCtr: Fall 2021 Fellow @mariaressa and @rapplerdotcom's work covering the Philippine elections gives us a window into how dis…,,0,17,False,0,0,0,0,3,0,0,True,1.527007836328407e+18,30534.0,2728.0,4027.0,18133.0,17.0,30.0,,,,,,,,,0,0,0,0,0,rt fall 2021 fellow and work covering the philippine elections gives us a window into how dis,True,"['rt', 'fall', '2021', 'fellow', 'work', 'covering', 'philippine', 'election', 'give', 'u', 'window', 'dis']",positive,"[('2021', 'DATE')]"
29,1525171844659167234,TweetDeck,2022-05-13 17:51:18+00:00,@DavidClinchNews @jack @elonmusk @Storyful Agree!,DavidClinchNews,0,0,False,0,0,0,0,4,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0, agree,True,['agree'],positive,[]
30,1524783627032305664,Twitter Web App,2022-05-12 16:08:40+00:00,"@DavidClinchNews @jack @elonmusk David, not sure if you recall, but NYT journalists carefully curated dozens upon dozens of superb Lists when Lists initially launched and I was social media editor.l Back in 2010?",DavidClinchNews,1,0,False,0,0,0,0,3,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0, david not sure if you recall but nyt journalists carefully curated dozens upon dozens of superb lists when lists initially launched and i was social media editorl back in 2010,True,"['david', 'sure', 'recall', 'nyt', 'journalist', 'carefully', 'curated', 'dozen', 'upon', 'dozen', 'superb', 'list', 'list', 'initially', 'launched', 'social', 'medium', 'editorl', 'back', '2010']",positive,"[('david', 'PERSON'), ('dozen upon dozen', 'CARDINAL'), ('2010', 'DATE')]"
31,1524505885531414528,TweetDeck,2022-05-11 21:45:01+00:00,RT @nancygibbs: Top Editors of Local Newspapers Discuss the Shift to Digital Journalism at Shorenstein Center Panel | News | The Harvard Cr…,,0,4,False,0,0,0,0,1,0,0,True,1.524396808520278e+18,8941.0,376.0,418.0,836.0,4.0,5.0,,,,,,,,,0,0,0,0,0,rt top editors of local newspapers discuss the shift to digital journalism at shorenstein center panel  news  the harvard cr,True,"['rt', 'top', 'editor', 'local', 'newspaper', 'discus', 'shift', 'digital', 'journalism', 'shorenstein', 'center', 'panel', 'news', 'harvard', 'cr']",positive,[]
32,1524430380778020865,TweetDeck,2022-05-11 16:44:59+00:00,"Important conversation today about journalism, philanthropy and democracy at 1 PM ET via USC's @cpppatus w/ Knight's @ibarugen  and Anneberg Fdn's @ckennard RSVP: https://t.co/UyD5agbs2a cc:",,4,1,False,0,1,0,0,2,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,important conversation today about journalism philanthropy and democracy at 1 pm et via uscs w knights and anneberg fdns rsvp cc,True,"['important', 'conversation', 'today', 'journalism', 'philanthropy', 'democracy', '1', 'pm', 'et', 'via', 'uscs', 'w', 'knight', 'anneberg', 'fdns', 'rsvp', 'cc']",positive,"[('today', 'DATE'), ('1 pm', 'TIME'), ('w knight anneberg fdns rsvp', 'PERSON')]"
33,1524428108329361414,TweetDeck,2022-05-11 16:35:58+00:00,"Excellent roundup via @niemnlab from @ShorensteinCtr chat w/top major metro editors  @SukiDardarian @escobarinquirer Michele Matassa Flores  @GlobeMcGrory 
@MizellStewart | By @laurahazardowen https://t.co/KCjbCFEWuQ",,2,1,False,0,1,0,0,6,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0,excellent roundup via from chat wtop major metro editors michele matassa flores  by ,True,"['excellent', 'roundup', 'via', 'chat', 'wtop', 'major', 'metro', 'editor', 'michele', 'matassa', 'flores']",positive,"[('metro', 'ORG'), ('michele matassa', 'PERSON')]"
34,1524033250951417856,Twitter Web App,2022-05-10 14:26:56+00:00,At Noon ET 5/10 today I will be talking to top editors from across the country transforming their newsrooms via Harvard's Shorenstein Center. Please join us. Link to register below. https://t.co/kUxv39YPJQ,,1,1,True,0,1,0,0,0,0,0,False,,,,,,,,1.5226675218112266e+18,30534.0,2728.0,4027.0,18133.0,0.0,1.0,"5/10 @12 ET - top metro daily editors join @JenniferPreston for the next News Innovation Series event:
@SukiDardarian @StarTribune 
@escobarinquirer @PhillyInquirer 
Michele Matassa Flores @seattletimes 
@GlobeMcGrory @BostonGlobe
@MizellStewart @Gannett
https://t.co/pahuwoRsLa",0,1,0,0,11,at noon et 510 today i will be talking to top editors from across the country transforming their newsrooms via harvards shorenstein center please join us link to register below ,True,"['noon', 'et', '510', 'today', 'talking', 'top', 'editor', 'across', 'country', 'transforming', 'newsroom', 'via', 'harvard', 'shorenstein', 'center', 'please', 'join', 'u', 'link', 'register']",positive,"[('noon', 'TIME'), ('510', 'CARDINAL'), ('today', 'DATE'), ('harvard shorenstein', 'ORG')]"
35,1520075032889806848,Twitter Web App,2022-04-29 16:18:24+00:00,"@jimbrady Dear Jim,  thank you for sharing such a lovely and loving story about your mom. And you continued to make her proud. My deepest condolences to you and your family.",jimbrady,0,0,False,0,0,0,0,1,0,0,False,,,,,,,,,,,,,,,,0,0,0,0,0, dear jim thank you for sharing such a lovely and loving story about your mom and you continued to make her proud my deepest condolences to you and your family,True,"['dear', 'jim', 'thank', 'sharing', 'lovely', 'loving', 'story', 'mom', 'continued', 'make', 'proud', 'deepest', 'condolence', 'family']",positive,"[('jim', 'PERSON')]"
36,1520072727490609152,Twitter Web App,2022-04-29 16:09:14+00:00,"NYC's nonprofit award-winning news organization @TheCityNYC is filling critical reporting gaps at City Hall, in Albany and across the five boroughs. Make a donation before the spring fundraising campaign ends at midnight  and it will be matched! https://t.co/R9cCyCdS9R https://t.co/fIWLsyWsLt",,1,0,True,0,2,0,0,1,0,0,False,,,,,,,,1.5196375612280177e+18,52829.0,94.0,5856.0,31864.0,24.0,28.0,"If you value the work @THECITYNY has done — from our political investigations to our coverage of the city’s labor movements — please donate to our spring campaign TODAY because your gift will be TRIPLED!💥💥💥

Join here: https://t.co/9YjIaRNRJq https://t.co/56EMMY36bu",1,1,0,0,1,nycs nonprofit awardwinning news organization is filling critical reporting gaps at city hall in albany and across the five boroughs make a donation before the spring fundraising campaign ends at midnight and it will be matched ,True,"['nycs', 'nonprofit', 'awardwinning', 'news', 'organization', 'filling', 'critical', 'reporting', 'gap', 'city', 'hall', 'albany', 'across', 'five', 'borough', 'make', 'donation', 'spring', 'fundraising', 'campaign', 'end', 'midnight', 'matched']",positive,"[('five', 'CARDINAL'), ('midnight', 'TIME')]"
